3.9um,7.3um,8.5um,11.0um,BTD,Label
284.06682428669336,262.9702831464972,280.5698581970208,282.2290420371527,0.23141769743676832,0.0
283.07829983696286,262.9765639436499,280.63489373492655,282.3619068190362,0.24659158827910233,0.0
284.83199436511165,262.89276642294277,280.5354041427085,282.3549206768138,0.16351539376239543,0.0
285.5758812396841,262.88018472807573,280.78386483327006,282.445735630962,0.15064966302992389,0.0
285.5758812396841,262.88018472807573,280.78386483327006,282.445735630962,0.15064966302992389,0.0
283.47814824274064,262.84871479625366,281.09224682703575,282.71771379807797,0.12590463031756371,0.0
280.98234546074616,262.8088227974887,280.9401306267802,282.445735630962,0.10229550689899725,0.0
280.98234546074616,262.8088227974887,280.9401306267802,282.445735630962,0.10229550689899725,0.0
282.2599341808836,262.7352517857784,280.5698581970208,282.2360406238648,0.24534609169262467,0.0
284.4521534725705,262.92001505541816,280.6616555803214,282.1800466582591,0.057813378428818396,0.0
283.47814824274064,262.7100025463801,281.7162512515275,283.2872569849586,0.035626410228815075,0.0
283.47814824274064,262.9535320794131,281.3160166629703,282.8082130195819,0.18883955597141266,0.0
283.47814824274064,262.9535320794131,281.3160166629703,282.8082130195819,0.18883955597141266,0.0
283.47814824274064,263.01422377112,281.38035951375076,283.0792488037704,0.21895190424953626,0.0
283.47814824274064,263.01422377112,281.38035951375076,283.0792488037704,0.21895190424953626,0.0
285.5758812396841,262.8067228499699,281.8441452923619,283.59850328486823,0.2577983467191416,0.0
287.52175088766467,262.8738913480391,283.12154174837843,284.82071366118487,0.47733294106222957,0.0
287.52175088766467,262.8738913480391,283.12154174837843,284.82071366118487,0.47733294106222957,0.0
285.5758812396841,262.9451569558035,282.82195980358574,284.5609742685884,0.3331272978154516,0.0
285.5758812396841,262.9451569558035,282.82195980358574,284.5609742685884,0.3331272978154516,0.0
286.65453848342844,263.0476753507101,282.792301366638,284.4993634740253,0.27831471534267394,0.0
286.65453848342844,263.0476753507101,282.792301366638,284.4993634740253,0.27831471534267394,0.0
286.65453848342844,263.66032729221075,282.7292383709054,284.4103093982299,0.2572770000683704,0.0
284.83199436511165,263.7015839672377,282.06177797367434,283.11394489514583,0.18490076703824343,0.0
284.83199436511165,263.7015839672377,282.06177797367434,283.11394489514583,0.18490076703824343,0.0
284.83199436511165,263.84570408821526,283.41251136141676,283.6744443102266,-0.02189375775787994,0.0
284.83199436511165,263.84570408821526,283.41251136141676,283.6744443102266,-0.02189375775787994,0.0
284.83199436511165,263.86625815327534,283.26165235390886,284.03958094612125,0.1658129792458567,0.0
287.52175088766467,263.14789108170197,283.1436819974931,284.7660854882117,0.2055280149876353,0.0
287.52175088766467,263.14789108170197,283.1436819974931,284.7660854882117,0.2055280149876353,0.0
286.65453848342844,263.2499825126862,282.75892325048636,284.3211764574925,0.19536036863610207,0.0
284.64274917123305,263.38507456411344,282.03555047913557,283.5570570557664,0.2985736493920399,0.0
284.64274917123305,263.38507456411344,282.03555047913557,283.5570570557664,0.2985736493920399,0.0
284.64274917123305,263.3871520537797,281.3084410238908,282.7873349442869,0.14729129152215137,0.0
282.6722993242373,263.37469606381075,280.6310722181595,282.04694866506236,0.0770369188398945,0.0
282.6722993242373,263.47009385793444,279.28343711340545,280.5216206440498,0.08574404250060752,0.0
280.54215249355326,263.5384171300167,278.6802773569172,279.8506592715676,-0.20561286229673215,0.0
280.54215249355326,263.5384171300167,278.6802773569172,279.8506592715676,-0.20561286229673215,0.0
280.54215249355326,263.47216513322803,279.7304133948227,280.983014881124,-0.21539597937123744,0.0
280.54215249355326,263.47216513322803,279.7304133948227,280.983014881124,-0.21539597937123744,0.0
283.47814824274064,263.0727481652392,280.4089225556933,281.8364409491097,0.1578606608214841,0.0
283.47814824274064,263.1124223025349,280.5354041427085,282.0329294502916,-0.02701337107288282,0.0
283.47814824274064,263.1124223025349,280.5354041427085,282.0329294502916,-0.02701337107288282,0.0
283.47814824274064,263.01422377112,280.71896867507695,282.0960069524396,0.2092580901992278,0.0
283.47814824274064,263.01422377112,280.71896867507695,282.0960069524396,0.2092580901992278,0.0
